-328347451222088.937500 	 -482114030553461.312500 	 -674708691812874.625000 	 -154113017251920.750000
-81699453209670.125000 	 -36637294395662.625000 	 735829272669333.875000 	 593699233307231.625000
334198454357067.687500 	 163979050973348.906250 	 313060499465469.312500 	 -397525423638953.312500
511742122095993.750000 	 711431795486744.500000 	 -292767929088812.875000 	 -826396737182813.625000
-88740603696667.375000 	 -85708312624170.515625 	 -308186440568727.250000 	 329857970435907.500000
38706819150125.093750 	 -125603598715144.593750 	 157839584929499.000000 	 301885273788515.812500
228366263877492.968750 	 216121762022204.812500 	 -477122450483767.812500 	 273378316368769.625000
-479674768753397.062500 	 -1317471551129399.250000 	 -436066776280401.500000 	 430089113728684.312500
292218587216383.812500 	 224463766523654.093750 	 -193208380335757.406250 	 937841359860311.875000
-343915656154708.500000 	 -665629413382182.500000 	 -623145842307325.000000 	 -905356717321068.625000
-110724018368199.343750 	 223599359005038.562500 	 177838254453015.500000 	 451003452517328.812500
111761046931172.859375 	 -306800320014021.500000 	 -111244979796878.796875 	 -1389118489591908.750000
-191616940605314.812500 	 -490134312778852.812500 	 342883152541542.312500 	 -154240942719311.375000
158384931013582.937500 	 139081890943296.546875 	 204265892285830.562500 	 1070132472221835.250000
-57230241324302.687500 	 241996671311240.812500 	 435596326060092.062500 	 6770978622657.719727
71036528447738.937500 	 539758477191664.750000 	 178586876494025.625000 	 581790182301686.875000
119680579220245.031250 	 324109917524687.687500 	 -257015278912979.281250 	 17568900095452.306641
369010114258396.500000 	 -110504513122154.984375 	 844967783953345.750000 	 -169087539135178.187500
207852622439600.218750 	 322277586021479.250000 	 -319186984581493.687500 	 142212997823292.093750
157213865979362.750000 	 -174981842430775.281250 	 654594799270926.125000 	 569994108919963.500000
121281623239728.000000 	 -161503995975592.062500 	 -22059494815009.617188 	 246486514997615.781250
90560717713182.203125 	 -71977921286501.218750 	 15161011721587.554688 	 37343594997551.234375
-207177947230054.031250 	 -567989650289853.375000 	 -408173099991198.750000 	 378878135112292.937500
-331220650698675.437500 	 -546621389544169.562500 	 -689754677084575.875000 	 -869851564918223.125000
-297063739597809.062500 	 -182377442362432.406250 	 -411288147508358.500000 	 -337103436684560.687500
-153229948448568.375000 	 233596571868050.406250 	 535022062912999.312500 	 -519205372787328.562500
210768251242078.468750 	 513334718124346.125000 	 25694861865393.781250 	 -40073670394357.304688
-327415215554664.562500 	 -579775816059449.750000 	 -461728775675077.562500 	 -732863716217344.125000
-33592759492731.441406 	 67500390834866.687500 	 1071347441504419.500000 	 509167884618859.812500
9305596361855.933594 	 365301942462400.500000 	 -552112616900736.375000 	 -996692653608048.875000
111383148583983.640625 	 33752462567031.195312 	 346812523740657.125000 	 -495513646687373.875000
-358150147767878.687500 	 -550455621158445.625000 	 -289900655007514.000000 	 659997104627076.375000
-148525525145286.562500 	 173712989616206.500000 	 315433534463565.062500 	 320592816381714.187500
-225697916841792.000000 	 -67885201403080.734375 	 828692255629586.500000 	 -171750940007931.062500
107906449691262.000000 	 -156258811404647.218750 	 -476191908941299.750000 	 262181943564451.187500
-153241050234364.312500 	 -56325507941205.929688 	 -171016523237280.812500 	 -337121798372808.812500
135738443760266.875000 	 652348816949377.125000 	 -498104878455541.687500 	 -135063343689072.671875
-169800820929415.437500 	 257447718225910.781250 	 551388254276596.687500 	 -315186372041608.187500
-181882094765775.875000 	 -240701105257208.281250 	 870656791370573.000000 	 424763104432310.437500
126243302436691.500000 	 -279201704435453.468750 	 -397744339275458.687500 	 -110590642038951.203125
-154582452342997.593750 	 -367044409092267.750000 	 -996506551755696.625000 	 415932388873143.500000
-477690466838447.750000 	 -834619957684758.500000 	 -573541111308028.875000 	 762602432378026.500000
23413919177593.000000 	 257509085883606.656250 	 203014585987946.343750 	 5448184374595.735352
86229381951889.984375 	 88609605231892.906250 	 -178223274721291.531250 	 -830415601945374.125000
30360595075251.218750 	 354580395229599.062500 	 44450439507904.835938 	 -465537280307724.062500
128556047355238.078125 	 -179841997200575.250000 	 -814066586086450.125000 	 384215355841881.625000
-141933945869721.156250 	 294403548959290.250000 	 -445227674382881.187500 	 272542828706884.125000
114909242742132.906250 	 66304531125577.414062 	 -698242540376269.000000 	 -132664643430069.875000
